ID, Date_n, Time_n, Date, Time, Channel_N-S, Amplitude_N-S, Channel_W-E, Amplitude_W-E
732, 20181101, 020310, 01.11.2018, 02:03:10, 0, 0, 0, 0
733, 20181101, 020320, 01.11.2018, 02:03:20, 4, 481, 0, 0
734, 20181101, 020330, 01.11.2018, 02:03:30, 0, 0, 0, 0
735, 20181101, 020340, 01.11.2018, 02:03:40, 3, 253, 4, 261
736, 20181101, 020350, 01.11.2018, 02:03:50, 4, 252, 2, 208
737, 20181101, 020400, 01.11.2018, 02:04:00, 0, 0, 0, 0
738, 20181101, 020410, 01.11.2018, 02:04:10, 0, 0, 0, 0
739, 20181101, 020420, 01.11.2018, 02:04:20, 0, 0, 3, 273
740, 20181101, 020430, 01.11.2018, 02:04:30, 0, 0, 0, 0
741, 20181101, 020440, 01.11.2018, 02:04:40, 0, 0, 0, 0
742, 20181101, 020450, 01.11.2018, 02:04:50, 4, 414, 0, 0
743, 20181101, 020500, 01.11.2018, 02:05:00, 0, 0, 0, 0
744, 20181101, 020510, 01.11.2018, 02:05:10, 0, 0, 0, 0
745, 20181101, 020520, 01.11.2018, 02:05:20, 0, 0, 1, 207
746, 20181101, 020530, 01.11.2018, 02:05:30, 0, 0, 0, 0
747, 20181101, 020540, 01.11.2018, 02:05:40, 0, 0, 0, 0
748, 20181101, 020550, 01.11.2018, 02:05:50, 0, 0, 0, 0
749, 20181101, 020600, 01.11.2018, 02:06:00, 0, 0, 0, 0
750, 20181101, 020610, 01.11.2018, 02:06:10, 3, 203, 7, 264
751, 20181101, 020620, 01.11.2018, 02:06:20, 0, 0, 6, 564
752, 20181101, 020630, 01.11.2018, 02:06:30, 4, 378, 0, 0
753, 20181101, 020640, 01.11.2018, 02:06:40, 0, 0, 0, 0
754, 20181101, 020650, 01.11.2018, 02:06:50, 0, 0, 0, 0
755, 20181101, 020700, 01.11.2018, 02:07:00, 1, 210, 1, 228
756, 20181101, 020710, 01.11.2018, 02:07:10, 0, 0, 0, 0
757, 20181101, 020720, 01.11.2018, 02:07:20, 1, 202, 4, 263
758, 20181101, 020730, 01.11.2018, 02:07:30, 4, 279, 3, 305
759, 20181101, 020740, 01.11.2018, 02:07:40, 0, 0, 0, 0
760, 20181101, 020750, 01.11.2018, 02:07:50, 0, 0, 4, 214
761, 20181101, 020800, 01.11.2018, 02:08:00, 0, 0, 0, 0
762, 20181101, 020810, 01.11.2018, 02:08:10, 0, 0, 0, 0
763, 20181101, 020820, 01.11.2018, 02:08:20, 0, 0, 0, 0
764, 20181101, 020830, 01.11.2018, 02:08:30, 0, 0, 0, 0
765, 20181101, 020840, 01.11.2018, 02:08:40, 0, 0, 0, 0
766, 20181101, 020850, 01.11.2018, 02:08:50, 0, 0, 0, 0
767, 20181101, 020900, 01.11.2018, 02:09:00, 0, 0, 0, 0
768, 20181101, 020910, 01.11.2018, 02:09:10, 0, 0, 0, 0
769, 20181101, 020920, 01.11.2018, 02:09:20, 5, 515, 3, 263
